1. MGI accession id	3. marker symbol	6. Entrez gene id
MGI:3642812	Gm10873	null
MGI:3642813	Mirt2	100038659
MGI:3642815	Gm10139	102634499
MGI:3642816	Ctxn3	629147
MGI:3642817	Igkv5-48	619846
MGI:3642820	Gm10435	null
MGI:3642821	Gm14773	101055749
MGI:3642823	Gm10419	100503802
MGI:3642824	Rpl9-ps7	100040021
MGI:3642825	Gm10263	100042864
MGI:3642826	Trdv2-1	100101942
MGI:3642827	Gm10271	null
MGI:3642830	Gm9884	108167844
MGI:3642832	B430203G13Rik	null
MGI:3642834	Gm15760	100042948
MGI:3642840	Gm9847	100043256
MGI:3642845	9230104M06Rik	108168035
MGI:3642846	Gm10161	100042171
MGI:3642848	Mhrt	791403
MGI:3642851	Gm10292	631379
MGI:3642852	Gm10313	100039875
MGI:3642853	Rps3a2	100043780
MGI:3642856	Gm10658	100038566
MGI:3642857	Ddx43	100048658
MGI:3642860	Gm10797	null
MGI:3642864	Llph-ps2	100043002
MGI:3642866	B130016D09Rik	436015
MGI:3642867	Gm10192	null
MGI:3642868	Gm10799	null
MGI:3642871	Rpl17-ps10	100042880
MGI:3642873	Ighv8-12	780960
MGI:3642874	Rbm3-ps	100043257
MGI:3642875	Gm9850	null
MGI:3642876	Gm9970	621407
MGI:3642883	Gm10472	null
MGI:3642884	Gm10160	null
MGI:3642885	Gm9979	null
MGI:3642892	Gm10544	null
MGI:3642895	Gm14652	102640532
MGI:3642896	Gm10710	100038599
MGI:3642901	Gm10032	null
MGI:3642902	Rps25-ps1	100042866
MGI:3642905	Gm10729	null
MGI:3642906	Gm10558	null
MGI:3642911	Gm14613	101055979
MGI:3642913	Gm9828	105246056
MGI:3642914	Gm10155	100043495
MGI:3642916	Gm10842	null
MGI:3642918	Gm10840	null
MGI:3642919	Lce3d	630994
MGI:3642925	Gm10754	100038699
MGI:3642927	Gm5751	436188
MGI:3642928	Gm5752	436189
MGI:3642929	Gm8960	668071
MGI:3642930	Gm8959	668070
MGI:3642932	Gm8961	668072
MGI:3642934	Gm8963	668074
MGI:3642935	Gm8964	668076
MGI:3642936	Iglc4	404736
MGI:3642937	Gm5551	433862
MGI:3642938	Gm5915	102635661
MGI:3642939	Gm5173	382388
MGI:3642940	Fthl17b	434726
MGI:3642941	Fthl17f	434729
MGI:3642944	Gm7222	637800
MGI:3642945	Gm4806	217645
MGI:3642946	Rpl7a-ps1	217647
MGI:3642949	Gm6465	623998
MGI:3642951	Gm6464	623995
MGI:3642952	Gm5171	382354
MGI:3642953	Gm5301	384356
MGI:3642954	Gm5300	384350
MGI:3642955	Gm5643	434858
MGI:3642956	Gm5302	384358
MGI:3642957	Gm6637	625931
MGI:3642958	Gm4881	232974
MGI:3642959	Phldb3	232970
MGI:3642960	Cyp2c54	404195
MGI:3642962	Gm7085	632352
MGI:3642963	Gm8696	667548
MGI:3642964	Gm8697	667549
MGI:3642965	Gm6407	623191
MGI:3642967	LOC667541	667541
MGI:3642968	Gm8693	667543
MGI:3642972	Gm8436	667052
MGI:3642975	Gm8093	666419
MGI:3642977	Gm8782	667721
MGI:3642979	Gm8089	666414
MGI:3642980	Gm7946	666141
MGI:3642984	Gm4739	15352
MGI:3642986	Vmn2r8	627479
MGI:3642989	Triml2	622117
MGI:3642992	Gm5733	435977
MGI:3642994	Zfp936	668620
MGI:3642995	Vsig8	240916
MGI:3642996	Gm5393	102392594
MGI:3642997	Gm5392	385404
MGI:3642998	Rergl	632971
MGI:3642999	Gm5048	269105
MGI:3643000	Gm7172	636070
MGI:3643001	Gm5552	102640024
MGI:3643003	Sox5os5	null
MGI:3643004	Gm7517	665146
MGI:3643007	Gm7516	665145
MGI:3643009	Gm7514	665143
MGI:3643010	Gm7513	665140
MGI:3643011	Gm7047	630927
MGI:3643012	Gm16419	100039678
MGI:3643013	Gm7351	664812
MGI:3643014	Gm7353	664817
MGI:3643017	Gm7352	664814
MGI:3643019	Gm6360	102631676
MGI:3643020	Gm9379	668817
MGI:3643021	Gm9378	null
MGI:3643022	Gm9377	668815
MGI:3643023	Gm9376	668814
MGI:3643024	Gm9375	668813
MGI:3643026	Gm9373	668811
MGI:3643031	Gm9225	668530
MGI:3643032	Gm6109	619883
MGI:3643033	Ighv1-71	619886
MGI:3643034	Rps15a-ps1	639162
MGI:3643035	Rps12-ps6	100039828
MGI:3643037	Gm6578	625347
MGI:3643038	Gm6579	625349
MGI:3643039	Gm4852	227061
MGI:3643041	Gm6559	625167
MGI:3643043	Gm4991	245573
MGI:3643044	Gm6149	620408
MGI:3643045	Vmn2r121	100038941
MGI:3643046	Gm4844	226086
MGI:3643048	Gm6736	627189
MGI:3643049	Gm6512	624568
MGI:3643050	Gm6446	623697
MGI:3643053	Gm8435	667046
MGI:3643054	Gm8433	667041
MGI:3643055	Gm8787	667736
MGI:3643058	Kbtbd6	432879
MGI:3643060	Gm5464	432870
MGI:3643062	Gm4808	217786
MGI:3643063	Gm5130	333184
MGI:3643064	Gm4863	229883
MGI:3643065	Vmn1r-ps12	626582
MGI:3643066	Gm5526	433297
MGI:3643067	Gm6386	623030
MGI:3643069	H2al1o	333452
MGI:3643070	Gm7133	634331
MGI:3643071	Gm9274	668624
MGI:3643072	Gm9275	668625
MGI:3643073	Gm9276	668626
MGI:3643076	Gm16476	100043377
MGI:3643077	Gm9273	668622
MGI:3643080	Gm5802	545062
MGI:3643081	Cyp2b27-ps	667957
MGI:3643082	Gm8896	667956
MGI:3643084	Gm8894	667952
MGI:3643085	Gm7114	633498
MGI:3643086	Vmn2r50	434117
MGI:3643087	Pabpc4l	241989
MGI:3643088	Vmn2r44	434113
MGI:3643089	Gm7003	629785
MGI:3643090	Gm4829	224487
MGI:3643091	Gm8812	667786
MGI:3643092	Neurl1b	240055
MGI:3643093	Vmn2r9	435864
MGI:3643094	Gm6942	629043
MGI:3643098	Gm4763	210155
MGI:3643099	Gm7783	665779
MGI:3643101	Gm6801	627866
MGI:3643104	Gm7781	665773
MGI:3643105	Gm7079	632013
MGI:3643106	Hmgb1-ps11	665777
MGI:3643110	Gm8186	666609
MGI:3643111	Gm4962	242987
MGI:3643112	Gm8184	666601
MGI:3643116	Gm8185	666607
MGI:3643118	Gm9866	636791
MGI:3643121	Kctd21	622320
MGI:3643122	Gm5819	101055995
MGI:3643124	Gm7686	105245882
MGI:3643129	Vmn2r67	620672
MGI:3643131	Igkv14-126	628127
MGI:3643132	Gm5852	545550
MGI:3643133	Gm4924	237412
MGI:3643134	Gm9946	330403
MGI:3643135	Gm8349	666891
MGI:3643136	Gm9285	668650
MGI:3643137	Vmn1r-ps17	666893
MGI:3643138	Mageb17-ps	108168446
MGI:3643139	Gm4911	236892
MGI:3643140	Gm4912	236893
MGI:3643142	Gm8353	666895
MGI:3643145	Vma21-ps	100040883
MGI:3643148	Rhox7-ps1	665331
MGI:3643151	Trav13d-2	667547
MGI:3643153	Gm10364	100151693
MGI:3643154	Gm6189	620899
MGI:3643156	Gm8927	668018
MGI:3643158	Gm8925	668015
MGI:3643161	Gm8924	668011
MGI:3643162	Gm5916	546123
MGI:3643163	Gm7947	666143
MGI:3643164	Gm4781	213051
MGI:3643167	Gm16431	100038960
MGI:3643168	Gm5996	546931
MGI:3643169	Gm8091	666417
MGI:3643170	Gm5065	272350
MGI:3643171	Gm6218	621363
MGI:3643172	Gm7948	666146
MGI:3643173	Gm5424	432466
MGI:3643174	Gm7778	665768
MGI:3643175	Tmem229b-ps	432460
MGI:3643177	Gm6730	627045
MGI:3643178	Gm5267	383634
MGI:3643179	Gm5537	433594
MGI:3643180	Gm8605	667388
MGI:3643181	Gm4744	194360
MGI:3643183	Gm8601	667380
MGI:3643184	Gm6409	623208
MGI:3643185	Gm8603	667384
MGI:3643186	Gm8604	667385
MGI:3643188	Gm8077	666388
MGI:3643190	Gm8075	666385
MGI:3643193	Obox3-ps4	666381
MGI:3643195	Gm8074	null
MGI:3643198	Gm7168	635895
MGI:3643199	Gm6760	627470
MGI:3643201	Gm8707	667566
MGI:3643202	Gm8706	667565
MGI:3643203	Gm8704	667562
MGI:3643204	Gm8705	667563
MGI:3643205	Gm8703	667560
MGI:3643207	Gm7958	666161
MGI:3643208	Gm7957	100534347
MGI:3643210	Gm7959	666162
MGI:3643212	Gm7961	666164
MGI:3643213	Gm7962	666167
MGI:3643216	Gm6758	627455
MGI:3643217	Gm9991	433332
MGI:3643218	Clca4c-ps	622139
MGI:3643219	Gm5070	277589
MGI:3643220	Gm5646	434879
MGI:3643221	Gm5645	434874
MGI:3643223	Gm5706	435657
MGI:3643224	Gm5705	435651
MGI:3643225	Gm5704	435650
MGI:3643226	Gm9335	668754
MGI:3643228	Rpl23a-ps5	383850
MGI:3643229	Rpl23a-ps13	628338
MGI:3643230	Gm9336	668757
MGI:3643231	Gm9333	668750
MGI:3643232	Gm5785	544864
MGI:3643235	Gm7240	638502
MGI:3643236	Gm6029	547263
MGI:3643237	Gm6358	102637070
MGI:3643238	Rps2-ps7	622795
MGI:3643240	Gm7503	665124
MGI:3643241	Gm7504	665125
MGI:3643243	Gm7506	665127
MGI:3643244	Gm7501	665120
MGI:3643245	Gm7502	665121
MGI:3643246	Gm16420	674318
MGI:3643248	Gm7507	665129
MGI:3643249	Gm8492	667170
MGI:3643252	Gm6225	633947
MGI:3643253	Gm6665	626327
MGI:3643254	Gm6226	621446
MGI:3643256	Gm7358	664831
MGI:3643257	Gm7357	664830
MGI:3643259	Gm5609	434304
MGI:3643262	Gm9392	668838
MGI:3643263	Ighv2-4	668389
MGI:3643264	Gm9144	668388
MGI:3643265	Gm9143	108168494
MGI:3643267	Gm9141	668385
MGI:3643268	Gm9390	668836
MGI:3643269	Gm9387	668831
MGI:3643270	Gm9386	108168317
MGI:3643272	Rpl31-ps25	668832
MGI:3643273	H2al1j	236663
MGI:3643278	Gpr52	620246
MGI:3643279	Gm6139	108169072
MGI:3643280	Gm6470	624096
MGI:3643282	Gm4990	245516
MGI:3643285	Gm8776	667711
MGI:3643286	Gm8777	667712
MGI:3643288	Gm8779	667717
MGI:3643289	Gm6035	547402
MGI:3643290	Fbxw22	382156
MGI:3643291	Gm5436	432676
MGI:3643292	Gm5435	432675
MGI:3643293	Sfta2	433102
MGI:3643294	Esp6	433107
MGI:3643295	Ube2nl	620934
MGI:3643302	Gm9264	668603
MGI:3643305	Gm9266	668606
MGI:3643307	Gm9265	668605
MGI:3643308	Gm5231	383282
MGI:3643310	Gm8910	667978
MGI:3643311	Gm8907	667975
MGI:3643312	Gm8908	667976
MGI:3643316	Rps15a-ps2	434460
MGI:3643318	Zfp994	240038
MGI:3643319	Gm4846	226601
MGI:3643320	Gm4847	226604
MGI:3643321	Gm4971	244061
MGI:3643322	Gm5248	383464
MGI:3643324	Stk-ps2	212225
MGI:3643325	Gm8183	666598
MGI:3643326	Gm8180	105242437
MGI:3643329	Gm8181	666594
MGI:3643331	Gm8182	666597
MGI:3643337	Gm7754	665713
MGI:3643338	Gm16425	670326
MGI:3643340	Gm14570	null
MGI:3643341	Gm7439	664995
MGI:3643344	Gm7332	654361
MGI:3643345	Gm8199	666628
MGI:3643346	Gm8200	null
MGI:3643348	Gm4883	null
MGI:3643349	Gm8197	666624
MGI:3643352	Gm8194	666621
MGI:3643354	Gm6340	102640775
MGI:3643355	F730311O21Rik	622304
MGI:3643356	Rpsa-ps2	622655
MGI:3643357	Gm6309	622306
MGI:3643358	Rpl21-ps10	665821
MGI:3643359	Gm7805	108168352
MGI:3643360	Gm7808	665823
MGI:3643361	Gm7807	665822
MGI:3643362	Gm7809	102633627
MGI:3643366	Gm10654	665828
MGI:3643367	Vmn2r84	625068
MGI:3643368	Gm6170	620659
MGI:3643369	Gm7280	639820
MGI:3643371	Gm4925	237433
MGI:3643373	Gm7804	665819
MGI:3643374	Gm6209	621304
MGI:3643375	Gm6210	621306
MGI:3643377	Gm7798	665810
MGI:3643378	Gm7799	null
MGI:3643379	Smim22	432995
MGI:3643380	Gm5479	432993
MGI:3643382	Rpl19-ps7	665813
MGI:3643383	Calhm1	546729
MGI:3643392	Gm5027	257835
MGI:3643393	Gm5359	384883
MGI:3643395	Gm4995	105243727
MGI:3643396	B230307C23Rik	245305
MGI:3643398	Rpl19-ps9	668034
MGI:3643399	Gm8939	668037
MGI:3643400	Gm8938	668036
MGI:3643401	Gm8935	668033
MGI:3643402	Gm8934	668032
MGI:3643403	Gm8940	null
MGI:3643404	Gm7275	639644
MGI:3643405	Gm4780	212815
MGI:3643406	Rps3a3	668144
MGI:3643407	Gm5152	381612
MGI:3643409	Gm7920	666079
MGI:3643410	Gm5405	385820
MGI:3643411	Gm5422	432448
MGI:3643413	Rpl7a-ps3	268795
MGI:3643416	Gm5265	383613
MGI:3643417	Gm8747	667655
MGI:3643418	Gm6728	627022
MGI:3643419	Gm6410	623223
MGI:3643421	Gm8594	667360
MGI:3643427	Gm8595	102638905
MGI:3643428	Gm6020	547091
MGI:3643433	Gm8062	102632224
MGI:3643437	Gm5907	546036
MGI:3643438	Vmn1r152	667504
MGI:3643439	Gm4815	218501
MGI:3643440	Gm8669	667500
MGI:3643441	Gm8670	667501
MGI:3643443	Gm8672	667503
MGI:3643446	Gm7932	666105
MGI:3643448	Gm7931	100503799
MGI:3643450	Gm7930	666100
MGI:3643452	Gm7933	666108
MGI:3643453	Gm5528	433319
MGI:3643454	Gm7247	638695
MGI:3643455	Gm4973	244214
MGI:3643456	Gm6871	102642386
MGI:3643457	Gm6870	102636158
MGI:3643458	Gm7248	638698
MGI:3643459	Gm6869	628351
MGI:3643460	Gm7326	654352
MGI:3643462	Gm5581	null
MGI:3643463	Gm5582	434095
MGI:3643465	Has2os	594843
MGI:3643468	Gm7495	665108
MGI:3643469	Gm7496	100416888
MGI:3643470	Gm7638	102633784
MGI:3643471	Gm7493	102632382
MGI:3643474	Gm7494	null
MGI:3643477	Gm6663	626309
MGI:3643479	Gm6227	621462
MGI:3643480	Scgb1b7	626305
MGI:3643481	Gm6228	621467
MGI:3643484	Gm7371	100416918
MGI:3643485	Gm7369	664853
MGI:3643487	Gm7368	664850
MGI:3643488	Defb26	654457
MGI:3643490	Gm8342	666877
MGI:3643491	Fam196b	574403
MGI:3643492	Gm4864	230765
MGI:3643497	Gm5315	384470
MGI:3643498	Gm6137	620228
MGI:3643499	Gm6574	625305
MGI:3643502	Gm6365	622845
MGI:3643503	Gm6740	627232
MGI:3643504	Gm6741	627235
MGI:3643507	Gm5767	436336
MGI:3643508	Gm5766	436332
MGI:3643509	Rpl30-ps8	667779
MGI:3643510	Gm8807	667777
MGI:3643511	Gm8806	667776
MGI:3643512	Gm8805	101056035
MGI:3643513	Gm8804	667774
MGI:3643515	Myh15	667772
MGI:3643517	Panct2	329217
MGI:3643518	Gm5459	108168145
MGI:3643519	Gm5460	432838
MGI:3643520	Gm10319	381806
MGI:3643521	Gm4824	223417
MGI:3643522	Gm6684	626549
MGI:3643523	Gm6190	620915
MGI:3643524	Gm9040	668198
MGI:3643525	Gm6092	619688
MGI:3643526	Gm9034	668192
MGI:3643527	Gm9035	668193
MGI:3643528	Rpl26-ps1	668190
MGI:3643530	Gm9038	668196
MGI:3643531	Gm9039	105244636
MGI:3643534	Angptl8	624219
MGI:3643535	Vmn1r128	667199
MGI:3643536	Gm8508	108169062
MGI:3643538	Gm8504	667191
MGI:3643544	Vmn1r-ps11	666822
MGI:3643545	Gm8309	666823
MGI:3643546	Gm8310	666824
MGI:3643550	Gm8312	666828
MGI:3643552	Obox6-ps1	433129
MGI:3643553	Rpl7a-ps5	674419
MGI:3643554	Rpl21-ps6	433125
MGI:3643555	Gm8916	667993
MGI:3643558	Gm8918	667997
MGI:3643561	Gm9110	668332
MGI:3643562	Gm8919	667999
MGI:3643564	Gm16380	100038996
MGI:3643565	Rps6-ps3	434404
MGI:3643566	Gm5617	434402
MGI:3643568	Gm6762	627480
MGI:3643569	Gm4952	240549
MGI:3643572	Gm6960	629292
MGI:3643573	Gm6763	627488
MGI:3643575	Gm6982	100534312
MGI:3643578	Gm6793	627828
MGI:3643580	Epp13	627821
MGI:3643581	Gm6789	627792
MGI:3643583	Gm7761	665731
MGI:3643584	Gm7760	665730
MGI:3643585	Eif5al3-ps	665733
MGI:3643586	Gm7189	636756
MGI:3643587	Igkv4-62	636752
MGI:3643590	Gm5649	435208
MGI:3643591	Gm8212	666647
MGI:3643592	Gm8209	666641
MGI:3643593	Gm8210	666642
MGI:3643595	Gm5710	435752
MGI:3643596	Gm5711	435753
MGI:3643597	Gm8213	666648
MGI:3643598	Gm5712	435755
MGI:3643599	Gm7706	null
MGI:3643600	Gm6341	622673
MGI:3643602	Rpl36-ps9	665591
MGI:3643604	Gm7704	665593
MGI:3643607	Gm7820	665846
MGI:3643608	Gm7818	665844
MGI:3643613	Zscan4e	665848
MGI:3643614	Rps27a-ps2	619900
MGI:3643615	Gm6112	619909
MGI:3643616	Gm8652	667471
MGI:3643617	Aldoa-ps4	235509
MGI:3643618	Gm6851	105247253
MGI:3643620	Cks1brt	624855
MGI:3643621	Gm5123	331391
MGI:3643622	Gm5124	331392
MGI:3643623	Cntnap5a	636808
MGI:3643624	Gm5846	545519
MGI:3643625	Gm7732	665654
MGI:3643626	Gm16479	673817
MGI:3643628	Gm7733	665655
MGI:3643631	Gm9429	102635714
MGI:3643632	Gm9430	100534376
MGI:3643634	Gm7042	108168065
MGI:3643635	Gm6212	621324
MGI:3643636	Pramel	621322
MGI:3643638	Gm4854	227506
MGI:3643639	Ska2l-ps	625534
MGI:3643641	Gm5979	546802
MGI:3643645	Gm5930	546250
MGI:3643647	Gm4737	11615
MGI:3643648	Gm5968	546708
MGI:3643649	Gm5356	384862
MGI:3643650	Gm5357	384868
MGI:3643651	Gm4997	245676
MGI:3643652	Gm7150	635136
MGI:3643653	Gm5087	328354
MGI:3643656	Gm6517	624662
MGI:3643658	Gm6727	627003
MGI:3643659	Gm6411	623241
MGI:3643662	Gm8584	102635659
MGI:3643663	Gm8768	667697
MGI:3643665	Gm14747	100415993
MGI:3643666	Gm8764	667692
MGI:3643667	Gm8582	667341
MGI:3643670	Gm8586	102631924
MGI:3643671	Fthl17-ps3	436193
MGI:3643672	Gm8686	667529
MGI:3643677	Gm8684	667526
MGI:3643678	Gm8685	667527
MGI:3643679	Gm8682	667524
MGI:3643680	Gm8920	668001
MGI:3643681	Gm5096	329008
MGI:3643685	Gm5724	435927
MGI:3643687	Gm8785	667732
MGI:3643688	Gm9174	668450
MGI:3643689	Gm4972	244189
MGI:3643691	Gm4839	225457
MGI:3643693	Gm8054	666340
MGI:3643695	Gm8055	666342
MGI:3643698	Gm8056	666346
MGI:3643699	Gm6872	628372
MGI:3643700	Gm6918	628801
MGI:3643701	Gm5278	383891
MGI:3643708	Gm7751	665697
MGI:3643713	Gm8837	102632952
MGI:3643716	Gm16464	672495
MGI:3643717	Gm8838	667837
MGI:3643718	Gm5073	278181
MGI:3643719	Scgb2b33	668419
MGI:3643721	Gm9158	668413
MGI:3643722	Gm9157	668412
MGI:3643723	Gm7940	666127
MGI:3643726	Gm16430	100040894
MGI:3643729	Gm7653	665478
MGI:3643731	Gm7652	102639104
MGI:3643732	Gm7651	665474
MGI:3643734	Rpl19-ps2	665472
MGI:3643735	Gm7650	665473
MGI:3643736	Gm7648	665470
MGI:3643737	Gm5832	545344
MGI:3643738	Rpl31-ps15	626367
MGI:3643739	Gm7384	664875
MGI:3643741	Gm7386	664877
MGI:3643743	Gm7381	664870
MGI:3643745	Gm7382	664872
MGI:3643747	Vmn2r59	628444
MGI:3643751	Gm6726	626985
MGI:3643752	Gm5312	384450
MGI:3643753	Gm6177	620750
MGI:3643755	Gm6135	620205
MGI:3643757	Gm6330	105245899
MGI:3643758	Mylk4	238564
MGI:3643759	Gm6562	625181
MGI:3643761	Vmn2r-ps88	209786
MGI:3643764	Gm8795	102637219
MGI:3643766	Gm6038	547447
MGI:3643768	Gm8793	667752
MGI:3643769	Gm8797	667759
MGI:3643770	Gm8796	667758
MGI:3643772	Gm5381	385327
MGI:3643773	Gm5380	385326
MGI:3643774	H2al1n	385328
MGI:3643775	Gm5456	432817
MGI:3643776	Ctsm-ps2	624056
MGI:3643777	Gm4861	229862
MGI:3643783	Gm9022	668177
MGI:3643784	Gm9023	668179
MGI:3643785	Scgb2b10	624584
MGI:3643790	Gm5451	108168114
MGI:3643792	Gm5449	432760
MGI:3643793	Eif1-ps2	432767
MGI:3643794	Gm8300	666806
MGI:3643798	Gm8298	666803
MGI:3643799	Gm8297	null
MGI:3643802	Gm8302	666809
MGI:3643803	Rpl9-ps9	383240
MGI:3643804	Gm5499	433144
MGI:3643805	Rpsa-ps7	433141
MGI:3643806	Vmn2r11	384219
MGI:3643807	Gm5619	434426
MGI:3643809	Gm4828	224460
MGI:3643810	Zscan18	232875
MGI:3643812	Gm5241	383420
MGI:3643813	Gm15476	632216
MGI:3643814	Gm4841	225594
MGI:3643816	Ighv9-2	629818
MGI:3643819	Ighv16-1	629812
MGI:3643821	Gm5693	435599
MGI:3643822	Vmn2r108	627805
MGI:3643826	Gm8225	666668
MGI:3643827	Gm8226	666669
MGI:3643828	Gm8220	666660
MGI:3643829	Gm6634	625901
MGI:3643831	Gm8224	null
MGI:3643833	Gm8222	666665
MGI:3643834	Gm5283	383936
MGI:3643835	Gm6885	628495
MGI:3643837	Gm7833	665865
MGI:3643838	Gm7834	665866
MGI:3643840	Trmt112-ps1	665860
MGI:3643841	Gm7831	null
MGI:3643844	Gm5115	330602
MGI:3643845	Gm4768	210714
MGI:3643846	Gm5989	546894
MGI:3643847	Zfp419	102636026
MGI:3643848	Igkv9-123	628144
MGI:3643856	Gm7582	665317
MGI:3643858	Gm6244	621614
MGI:3643859	Gm6214	621343
MGI:3643860	Gm4989	245472
MGI:3643862	Gm5934	546272
MGI:3643866	Gm5353	634222
MGI:3643867	Gm9425	668921
MGI:3643868	Gm5925	546185
MGI:3643869	Gm4778	212727
MGI:3643871	Gm6272	108169117
MGI:3643872	Gm6546	625048
MGI:3643873	Gm6594	625514
MGI:3643874	Gm6545	625046
MGI:3643876	Gm4803	217390
MGI:3643877	Vmn2r74	546980
MGI:3643879	Vmn2r77	546983
MGI:3643881	Gm6461	623913
MGI:3643884	Gm8574	667324
MGI:3643885	Gm8575	667325
MGI:3643890	Gm6019	547057
MGI:3643891	Gm8895	667954
MGI:3643892	Gm6860	628262
MGI:3643894	Gm7091	632685
MGI:3643895	Gm5550	433686
MGI:3643896	Gm4916	237030
MGI:3643897	Gm8506	667194
MGI:3643898	Gm5204	382872
MGI:3643899	Gm5203	382871
MGI:3643900	Gm5205	382876
MGI:3643901	Gm5425	432482
MGI:3643902	Gnptab	432486
MGI:3643903	Gm5409	386551
MGI:3643907	Gm5900	545987
MGI:3643908	Gm5899	545982
MGI:3643909	Gm5901	100503879
MGI:3643910	Gm6702	606539
MGI:3643911	Gm9362	668789
MGI:3643912	Gm9361	668788
MGI:3643913	Gm9357	668783
MGI:3643915	Gm7058	631264
MGI:3643917	Gm9360	668787
MGI:3643918	Gm8046	null
MGI:3643919	Gm8045	666321
MGI:3643920	Gm9358	668784
MGI:3643923	Gm5001	257772
MGI:3643924	Gm5002	257773
MGI:3643926	Gm9332	668749
MGI:3643932	Ms4a4a	666907
MGI:3643936	Gm8828	667812
MGI:3643937	Gm16463	669833
MGI:3643939	Frg2f2	668743
MGI:3643940	Frg2f3	668742
MGI:3643941	Gm9167	668431
MGI:3643945	Gm8132	666491
MGI:3643946	Gm8131	666490
MGI:3643949	Ighv3-3	668438
MGI:3643951	Igkv12-40	435904
MGI:3643954	Gm7627	665410
MGI:3643955	Gm5834	null
MGI:3643956	Gm7628	null
MGI:3643957	Gm5835	545369
MGI:3643959	Rab11b-ps2	665419
MGI:3643961	Gm6668	626348
MGI:3643962	Gm6952	629153
MGI:3643963	Gm6951	629152
MGI:3643964	Gm7252	638858
MGI:3643966	Gm7205	637307
MGI:3643967	Gm6348	622731
MGI:3643968	Rps12-ps17	100038978
MGI:3643969	Gm6350	622737
MGI:3643970	Gm6284	622082
MGI:3643972	Gm6180	620772
MGI:3643973	Gm6331	622551
MGI:3643978	Gm9419	668890
MGI:3643981	Gm6155	620480
MGI:3643982	Gm5072	278167
MGI:3643983	Gm5106	330031
MGI:3643987	Gm4822	223186
MGI:3643989	Gm9060	668238
MGI:3643990	Gm9058	668233
MGI:3643991	Gm9057	105247048
MGI:3643992	Gm9056	668230
MGI:3643995	Vmn2r3	637004
MGI:3643996	Gm6681	626503
MGI:3643997	Gm5199	382792
MGI:3643998	Gm9009	108168448
MGI:3644000	Gm9008	668155
MGI:3644003	Gm9005	101056046
MGI:3644004	Gm9006	108167974
MGI:3644005	Gm6486	null
MGI:3644007	Gm6485	624251
MGI:3644008	Ccdc85c	668158
MGI:3644012	Gm8337	666869
MGI:3644014	Gm14701	null
MGI:3644017	Gm5447	null
MGI:3644018	Gm8332	666862
MGI:3644020	Rpl7a-ps11	641660
MGI:3644021	Gm7780	665772
MGI:3644023	Gm5501	433161
MGI:3644024	Gm6916	628781
MGI:3644026	Fam169b	434197
MGI:3644027	Gm6997	629709
MGI:3644028	Gm4751	100534357
MGI:3644030	Ttll2	100216474
MGI:3644032	Vmn2r103	627636
MGI:3644034	Ighv3-4	629833
MGI:3644035	Gm5690	435570
MGI:3644036	Gm6786	627751
MGI:3644037	Rps2-ps9	666682
MGI:3644039	Gm8237	null
MGI:3644041	Gm8238	666686
MGI:3644042	Gm8239	null
MGI:3644044	Gm7837	108167661
MGI:3644047	Gm7839	665887
MGI:3644048	Gm7838	665886
MGI:3644050	Gm7841	665889
MGI:3644051	Gm7840	null
MGI:3644052	Gm6125	620025
MGI:3644053	Gm7676	665536
MGI:3644054	Gm6200	102634259
MGI:3644057	Gm5870	545790
MGI:3644058	Gm5871	545792
MGI:3644059	Gm7485	665087
MGI:3644061	Gm7483	665085
MGI:3644062	Dcpp2	630537
MGI:3644066	Gm7411	664931
MGI:3644068	Gm7412	664935
MGI:3644069	Gm7413	664936
MGI:3644071	Gm6548	625054
MGI:3644073	Gm7589	665330
MGI:3644074	Gm7591	665333
MGI:3644077	Gm7592	101055758
MGI:3644079	Gm6217	null
MGI:3644080	Gm14650	null
MGI:3644083	Frg2f4	621364
MGI:3644085	Gm4777	212399
MGI:3644086	Rpl36-ps4	626888
MGI:3644088	Gm6116	619945
MGI:3644090	Gm4899	236010
MGI:3644094	Gm7791	665800
MGI:3644095	Gm4797	216081
MGI:3644096	Gm4798	216082
MGI:3644097	Gm7684	665553
MGI:3644100	Gm6570	625281
MGI:3644102	Gm6362	622812
MGI:3644103	Gm6551	625060
MGI:3644104	Gm6161	620542
MGI:3644106	Gm9381	668820
MGI:3644110	Gm16459	671250
MGI:3644114	Gm6463	623935
MGI:3644116	Gm8744	667650
MGI:3644117	Gm8745	667651
MGI:3644121	Gm8564	105244812
MGI:3644122	Gm8748	667656
MGI:3644124	Gm8749	102642034
MGI:3644125	Kdm4dl	547035
MGI:3644126	Gm8565	667309
MGI:3644127	Gm6015	547033
MGI:3644129	Gm5660	435329
MGI:3644132	Gm5187	null
MGI:3644133	Zbtb42	382639
MGI:3644135	Rps19-ps13	225416
MGI:3644144	Gm8034	666300
MGI:3644145	Gm8036	666303
MGI:3644146	Gm8035	666302
MGI:3644148	Gm8038	666308
MGI:3644153	Gm7731	null
MGI:3644157	Gm7734	665658
MGI:3644160	Gm8855	667876
MGI:3644161	Gm8856	667877
MGI:3644164	Gm8853	667872
MGI:3644166	Iqcj	208426
MGI:3644167	Rps10-ps1	668457
MGI:3644168	Gm9179	102640624
MGI:3644169	Mrto4-ps1	668455
MGI:3644170	Gm9176	668453
MGI:3644172	Gm5732	435963
MGI:3644173	Gm5731	435962
