1. MGI accession id	3. marker symbol	6. Entrez gene id
MGI:96177	Hoxa5	15402
MGI:96178	Hoxa6	15403
MGI:96179	Hoxa7	15404
MGI:96180	Hoxa9	15405
MGI:96182	Hoxb1	15407
MGI:96183	Hoxb2	103889
MGI:96184	Hoxb3	15410
MGI:96185	Hoxb4	15412
MGI:96186	Hoxb5	15413
MGI:96187	Hoxb6	15414
MGI:96188	Hoxb7	15415
MGI:96189	Hoxb8	15416
MGI:96190	Hoxb9	15417
MGI:96192	Hoxc10	209448
MGI:96193	Hoxc11	109663
MGI:96194	Hoxc12	15421
MGI:96195	Hoxc4	15423
MGI:96196	Hoxc5	15424
MGI:96197	Hoxc6	15425
MGI:96198	Hoxc8	15426
MGI:96199	Hoxc9	15427
MGI:96201	Hoxd1	15429
MGI:96202	Hoxd10	15430
MGI:96203	Hoxd11	15431
MGI:96204	Hoxd12	15432
MGI:96205	Hoxd13	15433
MGI:96207	Hoxd3	15434
MGI:96208	Hoxd4	15436
MGI:96209	Hoxd8	15437
MGI:96210	Hoxd9	15438
MGI:96211	Hp	15439
MGI:96213	Hpd	15445
MGI:96216	Lipc	15450
MGI:96217	Hprt	15452
MGI:96223	Hr	15460
MGI:96224	Hras	15461
MGI:96226	Hrc	15464
MGI:96231	Hspa1l	15482
MGI:96233	Hsd3b1	15492
MGI:96234	Hsd3b2	15493
MGI:96235	Hsd3b3	15494
MGI:96236	Hsd3b4	15495
MGI:96238	Hsf1	15499
MGI:96239	Hsf2	15500
MGI:96240	Hspb1	15507
MGI:96241	Hsp25-ps1	15508
MGI:96242	Hspd1	15510
MGI:96243	Hspa2	15512
MGI:96244	Hspa1a	193740
MGI:96245	Hspa9	15526
MGI:96246	Hspa9-ps1	15527
MGI:96247	Hsp90ab1	15516
MGI:96250	Hsp90aa1	15519
MGI:96257	Hspg2	15530
MGI:96269	Ranbp1	19385
MGI:96270	Trmt2a	15547
MGI:96273	Htr1a	15550
MGI:96274	Htr1b	15551
MGI:96276	Htr1d	15552
MGI:96281	Htr2c	15560
MGI:96282	Htr3a	15561
MGI:96283	Htr5a	15563
MGI:96284	Htr5b	15564
MGI:96285	Slc6a4	15567
MGI:96298	Hyal1	15586
MGI:96382	Iapp	15874
MGI:96389	Ibsp	15891
MGI:96391	Ica1	15893
MGI:96392	Icam1	15894
MGI:96394	Icam2	15896
MGI:96395	Irf8	15900
MGI:96396	Id1	15901
MGI:96397	Id2	15902
MGI:96398	Id3	15903
MGI:96412	Ide	15925
MGI:96413	Idh1	15926
MGI:96414	Idh2	269951
MGI:96416	Ido1	15930
MGI:96417	Ids	15931
MGI:96418	Idua	15932
MGI:96428	Ifi203	15950
MGI:96429	Ifi204	15951
MGI:96431	Cd79b	15985
MGI:96432	Igf1	16000
MGI:96433	Igf1r	16001
MGI:96434	Igf2	16002
MGI:96435	Igf2r	16004
MGI:96436	Igfbp1	16006
MGI:96437	Igfbp2	16008
MGI:96438	Igfbp3	16009
MGI:96439	Igfbp4	16010
MGI:96440	Igfbp5	16011
MGI:96441	Igfbp6	16012
MGI:96442	Igh	111507
MGI:96444	Igha	238447
MGI:96445	Ighg2b	16016
MGI:96446	Ighg1	16017
MGI:96447	Ighd	380797
MGI:96448	Ighm	16019
MGI:96493	Jchain	16069
MGI:96494	Igk	243469
MGI:96495	Igkc	16071
MGI:96513	Igkv15-103	692169
MGI:96514	Igkv13-84	692152
MGI:96522	Rbpj	19664
MGI:96523	Rbpj-ps1	19665
MGI:96524	Rbpj-ps2	19666
MGI:96525	Rbpj-ps3	19667
MGI:96526	Igl	111519
MGI:96529	Igll1	16136
MGI:96530	Iglv1	16142
MGI:96533	Ihh	16147
MGI:96534	Cd74	16149
MGI:96537	Il10	16153
MGI:96538	Il10ra	16154
MGI:96539	Il12a	16159
MGI:96540	Il12b	16160
MGI:96541	Il13	16163
MGI:96542	Il1a	16175
MGI:96543	Il1b	16176
MGI:96544	Casp1	12362
MGI:96545	Il1r1	16177
MGI:96546	Il1r2	16178
MGI:96547	Il1rn	16181
MGI:96548	Il2	16183
MGI:96549	Il2ra	16184
MGI:96550	Il2rb	16185
MGI:96551	Il2rg	16186
MGI:96552	Il3	16187
MGI:96553	Il3ra	16188
MGI:96556	Il4	16189
MGI:96557	Il5	16191
MGI:96558	Il5ra	16192
MGI:96559	Il6	16193
MGI:96560	Il6st	16195
MGI:96561	Il7	16196
MGI:96562	Il7r	16197
MGI:96563	Il9	16198
MGI:96564	Il9r	16199
MGI:96565	Fabp6	16204
MGI:96567	Impdh1	23917
MGI:96568	Ina	226180
MGI:96569	Inha	16322
MGI:96570	Inhba	16323
MGI:96571	Inhbb	16324
MGI:96572	Ins1	16333
MGI:96573	Ins2	16334
MGI:96575	Insr	16337
MGI:96581	Ipp	16351
MGI:96590	Irf1	16362
MGI:96591	Irf2	16363
MGI:96599	Itga1	109700
MGI:96600	Itga2	16398
MGI:96601	Itga2b	16399
MGI:96602	Itga3	16400
MGI:96603	Itga4	16401
MGI:96604	Itga5	16402
MGI:96605	Itga6	16403
MGI:96606	Itgal	16408
MGI:96607	Itgam	16409
MGI:96608	Itgav	16410
MGI:96609	Itgax	16411
MGI:96610	Itgb1	16412
MGI:96611	Itgb2	16414
MGI:96612	Itgb3	16416
MGI:96613	Itgb4	192897
MGI:96614	Itgb5	16419
MGI:96615	Itgb6	16420
MGI:96616	Itgb7	16421
MGI:96617	Cd47	16423
MGI:96618	Itih1	16424
MGI:96619	Itih2	16425
MGI:96620	Itih3	16426
MGI:96621	Itk	16428
MGI:96622	Itpa	16434
MGI:96623	Itpr1	16438
MGI:96624	Itpr3	16440
MGI:96626	Ivl	16447
MGI:96628	Jak1	16451
MGI:96629	Jak2	16452
MGI:96646	Jun	16476
MGI:96647	Junb	16477
MGI:96648	Jund	16478
MGI:96650	Jup	16480
MGI:96653	Kap	16483
MGI:96654	Kcna1	16485
MGI:96659	Kcna2	16490
MGI:96660	Kcna3	16491
MGI:96661	Kcna4	16492
MGI:96662	Kcna5	16493
MGI:96663	Kcna6	16494
MGI:96664	Kcna7	16495
MGI:96666	Kcnb1	16500
MGI:96667	Kcnc1	16502
MGI:96668	Kcnc2	268345
MGI:96669	Kcnc3	16504
MGI:96670	Kcnc4	99738
MGI:96671	Kcnd1	16506
MGI:96673	Kcne1	16509
MGI:96676	Kin	16588
MGI:96677	Kit	16590
MGI:96680	Kras	16653
MGI:96683	Kdr	16542
MGI:96685	Krt10	16661
MGI:96687	Krt12	268482
MGI:96688	Krt14	16664
MGI:96689	Krt15	16665
MGI:96690	Krt16	16666
MGI:96691	Krt17	16667
MGI:96692	Krt18	16668
MGI:96693	Krt19	16669
MGI:96696	Krt9	107656
MGI:96698	Krt1	16678
MGI:96699	Krt2	16681
MGI:96700	Krt84	16680
MGI:96701	Krt4	16682
MGI:96702	Krt5	110308
MGI:96704	Krt7	110310
MGI:96705	Krt8	16691
MGI:96709	Ky	16716
MGI:96721	L1cam	16728
MGI:96738	Hikeshi	67669
MGI:96739	Stmn1	16765
MGI:96740	Stmn1-rs1	111186
MGI:96742	Lalba	16770
MGI:96743	Lamb1	16777
MGI:96745	Lamp1	16783
MGI:96748	Lamp2	16784
MGI:96755	Lcat	16816
MGI:96756	Lck	16818
MGI:96757	Lcn2	16819
MGI:96759	Ldha	16828
MGI:96760	Ldha-ps	16829
MGI:96761	Ldha-ps2	16830
MGI:96762	Ldha-ps3	277225
MGI:96763	Ldhb	16832
MGI:96764	Ldhc	16833
MGI:96765	Ldlr	16835
MGI:96770	Lef1	16842
MGI:96777	Lgals1	16852
MGI:96778	Lgals3	16854
MGI:96782	Lhb	16866
MGI:96783	Lhcgr	16867
MGI:96785	Lhx2	16870
MGI:96787	Lif	16878
MGI:96788	Lifr	16880
MGI:96789	Lipa	16889
MGI:96790	Lipe	16890
MGI:96794	Lmna	16905
MGI:96795	Lmnb1	16906
MGI:96796	Lmnb2	16907
MGI:96799	Mycl	16918
MGI:96816	Lor	16939
MGI:96817	Lox	16948
MGI:96819	Anxa1	16952
MGI:96820	Lpl	16956
MGI:96824	Tlr4	21898
MGI:96825	Selenbp1	20341
MGI:96828	Lrp1	16971
MGI:96829	Lrpap1	16976
MGI:96832	Lsp1	16985
MGI:96836	Lta4h	16993
MGI:96837	Ltf	17002
MGI:96840	Ltk	17005
MGI:96853	Alad	17025
MGI:96877	Klrb1	100043861
MGI:96878	Blnk	17060
MGI:96881	Ly6d	17068
MGI:96882	Ly6c1	17067
MGI:96885	Ly9	17085
MGI:96891	Lyl1	17095
MGI:96892	Lyn	17096
MGI:96897	Lyz2	17105
MGI:96902	Lyz1	17110
MGI:96904	M6pr	17113
MGI:96905	M6pr-ps	17114
MGI:96907	Marcks	17118
MGI:96908	Mxd1	17119
MGI:96909	Maf	17132
MGI:96910	Maff	17133
MGI:96911	Mafg	17134
MGI:96912	Mag	17136
MGI:96913	Mak	17152
MGI:96915	Maoa	17161
MGI:96916	Maob	109731
MGI:96918	Mas1	17171
MGI:96919	Ascl1	17172
MGI:96920	Ascl2	17173
MGI:96921	Max	17187
MGI:96922	Mb	17189
MGI:96923	Mbl1	17194
MGI:96924	Mbl2	17195
MGI:96925	Mbp	17196
MGI:96928	Mc2r	17200
MGI:96929	Mc3r	17201
MGI:96930	Mcc	328949
MGI:96932	Mcf2	109904
MGI:96937	Mcpt1	17224
MGI:96938	Mcpt2	17225
MGI:96940	Mcpt4	17227
MGI:96941	Cma1	17228
MGI:96942	Tpsb2	17229
MGI:96943	Tpsab1	100503895
MGI:96945	Smcp	17235
MGI:96949	Mdk	17242
MGI:96951	Mdm1	17245
MGI:96952	Mdm2	17246
MGI:96955	Slc3a2	17254
MGI:96957	Mea1	17256
MGI:96958	Golga3	269682
MGI:96960	Rab8a	17274
MGI:96963	Mep1a	17287
MGI:96964	Mep1b	17288
MGI:96965	Mertk	17289
MGI:96968	Mest	17294
MGI:96969	Met	17295
MGI:96973	Mgat1	17308
MGI:96974	Kitl	17311
MGI:96975	Clec10a	17312
MGI:96976	Mgp	17313
MGI:96977	Mgmt	17314
MGI:96982	Mif	17319
MGI:96990	Mip	17339
MGI:96995	Kmt2a	214162
MGI:97004	Mme	17380
MGI:97005	Mmp12	17381
MGI:97007	Mmp10	17384
MGI:97008	Mmp11	17385
MGI:97009	Mmp2	17390
MGI:97010	Mmp3	17392
MGI:97011	Mmp9	17395
MGI:97040	Ndst2	17423
MGI:97043	Me1	17436
MGI:97050	Mdh2	17448
MGI:97051	Mdh1	17449
MGI:97052	Mos	17451
MGI:97054	Mov10	17454
MGI:97072	Gbp4	17472
MGI:97073	Mpg	268395
MGI:97075	Mpi	110119
MGI:97076	Mpl	17480
MGI:97137	Mpo	17523
MGI:97138	Mpv17	17527
MGI:97142	Mrc1	17533
MGI:97143	Marcksl1	17357
MGI:97144	Marcksl1-ps1	111005
MGI:97145	Marcksl1-ps2	111009
MGI:97147	Marcksl1-ps4	111002
MGI:97166	Msmb	17695
MGI:97167	Msn	17698
MGI:97168	Msx1	17701
MGI:97169	Msx2	17702
MGI:97171	Mt1	17748
MGI:97172	Mt2	17750
MGI:97173	Mt3	17751
MGI:97175	Map2	17756
MGI:97178	Map4	17758
MGI:97180	Mapt	17762
MGI:97231	Muc1	17829
MGI:97233	Mup1	17840
MGI:97234	Mup2	17841
MGI:97235	Mup3	17842
MGI:97236	Mup4	17843
MGI:97239	Mut	17850
MGI:97243	Mx1	17857
MGI:97244	Mx2	17858
MGI:97245	Mxi1	17859
MGI:97249	Myb	17863
MGI:97250	Myc	17869
MGI:97252	Myf5	17877
MGI:97253	Myf6	17878
MGI:97255	Myh6	17888
MGI:97267	Myl4	17896
MGI:97268	Myl3	17897
MGI:97269	Myl1	17901
MGI:97270	Mylf-ps	17902
MGI:97272	Myl2	17906
MGI:97273	Mylpf	17907
MGI:97275	Myod1	17927
MGI:97276	Myog	17928
MGI:97279	Nat1	17960
MGI:97281	Ncam1	17967
MGI:97282	Ncam2	17968
MGI:97283	Ncf1	17969
MGI:97284	Ncf2	17970
MGI:97286	Ncl	17975
MGI:97290	Ndn	17984
MGI:97292	Neb	17996
MGI:97293	Nedd1	17997
MGI:97295	Casp2	12366
MGI:97297	Nedd4	17999
MGI:97298	Sept2	18000
MGI:97301	Nedd8	18002
MGI:97302	Nedd9	18003
MGI:97303	Nek1	18004
MGI:97305	Neu1	18010
MGI:97306	Nf1	18015
MGI:97307	Nf2	18016
MGI:97308	Nfe2	18022
MGI:97309	Nefh	380684
MGI:97311	Nfix	18032
MGI:97312	Nfkb1	18033
MGI:97313	Nefl	18039
MGI:97314	Nefm	18040
MGI:97316	Nfya	18044
MGI:97317	Nfyb	18045
MGI:97320	Klk1b4	18048
MGI:97321	Ngf	18049
MGI:97322	Klk1b3	18050
MGI:97323	Ngfr	18053
MGI:97324	Nhlh2	18072
MGI:97342	Nid1	18073
MGI:97346	Nktr	18087
MGI:97347	Nkx2-2	18088
MGI:97348	Nkx2-3	18089
MGI:97349	Nkx2-4	228731
MGI:97350	Nkx2-5	18091
MGI:97351	Nkx2-6	18092
MGI:97352	Nkx3-1	18095
MGI:97355	Nme1	18102
MGI:97356	Nme2	18103
MGI:97357	Mycn	18109
MGI:97359	Nodal	18119
MGI:97360	Nos1	18125
MGI:97361	Nos2	18126
MGI:97362	Nos3	18127
MGI:97363	Notch1	18128
MGI:97364	Notch2	18129
MGI:97365	Pnp	18950
MGI:97367	Nppa	230899
MGI:97368	Nppb	18158
MGI:97369	Nppc	18159
MGI:97370	Enpp1	18605
MGI:97371	Npr1	18160
MGI:97372	Npr2	230103
MGI:97373	Npr3	18162
MGI:97374	Npy	109648
MGI:97376	Nras	18176
MGI:97378	Nras-ps2	18178
MGI:97379	Slc10a1	20493
MGI:97380	Ntf3	18205
MGI:97381	Ntf5	78405
MGI:97383	Ntrk1	18211
MGI:97384	Ntrk2	18212
MGI:97385	Ntrk3	18213
MGI:97386	Ntsr1	18216
MGI:97388	Nucb1	18220
MGI:97394	Oat	18242
MGI:97395	Oat-rs1	635275
MGI:97397	Opcml	330908
MGI:97401	Ocm	18261
MGI:97402	Odc1	18263
MGI:97424	Odf1	18285
MGI:97429	Oas1g	23960
MGI:97430	Oas1b	23961
MGI:97432	Olfr2	18317
MGI:97435	Mog	17441
MGI:97436	Omp	18378
MGI:97438	Oprd1	18386
MGI:97439	Oprk1	18387
MGI:97440	Oprl1	18389
MGI:97441	Oprm1	18390
MGI:97443	Orm1	18405
MGI:97444	Orm2	18406
MGI:97445	Orm3	18407
MGI:97447	Osbp	76303
MGI:97448	Otc	18416
MGI:97450	Otx1	18423
MGI:97451	Otx2	18424
MGI:97453	Oxt	18429
MGI:97454	Oca2	18431
MGI:97463	P4ha1	18451
MGI:97464	P4hb	18453
MGI:97473	Pah	18478
MGI:97475	Pam	18484
MGI:97478	Reg3b	18489
MGI:97479	Pappa	18491
MGI:97485	Pax1	18503
MGI:97486	Pax2	18504
MGI:97487	Pax3	18505
MGI:97488	Pax4	18506
MGI:97489	Pax5	18507
MGI:97490	Pax6	18508
MGI:97491	Pax7	18509
MGI:97492	Pax8	18510
MGI:97493	Pax9	18511
MGI:97495	Pbx1	18514
MGI:97496	Pbx3	18516
MGI:97499	Pcca	110821
MGI:97501	Pck1	18534
MGI:97502	Pcmt1	18537
MGI:97503	Pcna	18538
MGI:97504	Pcna-ps1	18539
MGI:97505	Pcna-ps2	18540
MGI:97508	Pcp2	18545
MGI:97509	Pcp4	18546
MGI:97511	Pcsk1	18548
MGI:97512	Pcsk2	18549
MGI:97513	Furin	18550
MGI:97514	Pcsk4	18551
MGI:97515	Pcsk5	18552
MGI:97516	Cdk16	18555
MGI:97517	Cdk17	237459
MGI:97518	Cdk18	18557
MGI:97520	Pcx	18563
MGI:97523	Pde1b	18574
MGI:97524	Pde6a	225600
MGI:97525	Pde6b	18587
MGI:97526	Pde6g	18588
MGI:97527	Pdgfa	18590
MGI:97528	Pdgfb	18591
MGI:97530	Pdgfra	18595
MGI:97531	Pdgfrb	18596
MGI:97532	Pdha1	18597
MGI:97533	Pdha2	18598
MGI:97535	Pdyn	18610
MGI:97537	Pecam1	18613
MGI:97538	Rhox5	18617
MGI:97542	Pepd	18624
MGI:97545	Cfp	18636
MGI:97547	Pfkl	18641
MGI:97548	Pfkm	18642
MGI:97549	Pfn1	18643
MGI:97550	Pfn2	18645
MGI:97551	Prf1	18646
MGI:97552	Pgam1	18648
MGI:97553	Pgd	110208
MGI:97555	Pgk1	18655
MGI:97556	Pgk1-ps1	18656
MGI:97558	Pgk1-ps3	100416868
MGI:97562	Pgk1-rs7	668435
MGI:97563	Pgk2	18663
MGI:97564	Pgm1	66681
MGI:97565	Pgm2	72157
MGI:97566	Pgm3	109785
MGI:97567	Pgr	18667
MGI:97568	Abcb1b	18669
MGI:97569	Abcb4	18670
MGI:97570	Abcb1a	18671
MGI:97572	Phb	18673
MGI:97576	Phka1	18679
MGI:97577	Phka2	110094
MGI:97578	Phkb	102093
MGI:97579	Phkg1	18682
MGI:97583	Pik3r1	18708
MGI:97584	Pim1	18712
MGI:97587	Pim2	18715
MGI:97588	Pou1f1	18736
MGI:97591	Pkm	18746
MGI:97592	Prkaca	18747
MGI:97593	Prkaca-ps1	100418072
MGI:97594	Prkacb	18749
MGI:97595	Prkca	18750
MGI:97596	Prkcb	18751
MGI:97597	Prkcg	18752
MGI:97598	Prkcd	18753
MGI:97599	Prkce	18754
MGI:97600	Prkch	18755
MGI:97601	Prkcq	18761
MGI:97602	Prkcz	18762
MGI:97603	Pkd1	18763
MGI:97604	Pklr	18770
MGI:97606	Prl3d1	18775
MGI:97607	Prl3b1	18776
MGI:97608	Serpine1	18787
MGI:97609	Serpinb2	18788
MGI:97610	Plat	18791
MGI:97611	Plau	18792
MGI:97612	Plaur	18793
MGI:97613	Plcb1	18795
MGI:97614	Plcd1	18799
MGI:97615	Plcg1	18803
MGI:97616	Plcg2	234779
MGI:97618	Prl2c2	18811
MGI:97619	Prl7d1	18814
MGI:97620	Plg	18815
MGI:97621	Plk1	18817
MGI:97622	Pln	18821
MGI:97623	Plp1	18823
MGI:97629	Pmch	110312
MGI:97631	Pmp22	18858
MGI:97712	Prrx1	18933
MGI:97722	Pnlip	69060
MGI:97723	Pnliprp1	18946
MGI:97724	Pnmt	18948
MGI:97740	Polb	18970
MGI:97741	Pold1	18971
MGI:97742	Pomc	18976
MGI:97744	Por	18984
MGI:97746	Endou	19011
MGI:97747	Pparg	19016
MGI:97748	Ctsa	19025
MGI:97749	Ppia	268373
MGI:97750	Ppib	19035
MGI:97751	Ppic	19038
MGI:97753	Ppy	19064
MGI:97756	Srgn	19073
MGI:97757	Prim1	19075
MGI:97758	Prim2	19076
MGI:97759	Prkar1b	19085
MGI:97760	Prkar2b	19088
MGI:97762	Prl	19109
MGI:97763	Prlr	19116
MGI:97765	Prm1	19118
MGI:97766	Prm2	19119
MGI:97767	Prn	111368
MGI:97769	Prnp	19122
MGI:97770	Prodh	19125
MGI:97771	Proc	19123
MGI:97772	Prox1	19130
MGI:97773	Prh1	19131
MGI:97774	Prph	19132
MGI:97775	Prps1	19139
MGI:97776	Prps2	110639
MGI:97783	Psap	19156
MGI:97787	Bpifa2	19194
MGI:97788	Psph	100678
MGI:97791	Ptbp1	19205
MGI:97793	Ptger1	19216
MGI:97794	Ptger2	19217
MGI:97795	Ptger3	19218
MGI:97796	Ptgfr	19220
MGI:97797	Ptgs1	19224
MGI:97798	Ptgs2	19225
MGI:97799	Pth	19226
MGI:97800	Pthlh	19227
MGI:97801	Pth1r	19228
MGI:97803	Ptma	19231
MGI:97804	Ptn	19242
MGI:97805	Ptpn1	19246
MGI:97806	Ptpn2	19255
MGI:97807	Ptpn5	19259
MGI:97808	Ptpra	19262
MGI:97809	Ptprb	19263
MGI:97810	Ptprc	19264
MGI:97811	Ptprcap	19265
MGI:97812	Ptprd	19266
MGI:97813	Ptpre	19267
MGI:97814	Ptprg	19270
MGI:97815	Ptprs	19280
MGI:97816	Ptprz1	19283
MGI:97821	Pvalb	19293
MGI:97822	Nectin2	19294
MGI:97824	Pvt1	19296
MGI:97828	Pygb	110078
MGI:97829	Pygl	110095
MGI:97830	Pygm	19309
MGI:97831	Ppa1	67895
MGI:97836	Qdpr	110391
MGI:97837	Qk	19317
MGI:97838	Eprs	107508
MGI:97842	Rab1a	19324
MGI:97843	Rab3a	19339
MGI:97844	Rab3d	19340
MGI:97845	Rac1	19353
MGI:97846	Rac2	19354
MGI:97847	Raf1	110157
MGI:97848	Rag1	19373
MGI:97849	Rag2	19374
MGI:97850	Raly	19383
MGI:97851	Slc20a2	20516
MGI:97852	Rap1a	109905
MGI:97855	Rap2a	76108
MGI:97856	Rara	19401
MGI:97857	Rarb	218772
MGI:97858	Rarg	19411
MGI:97860	Rasa1	218397
MGI:97874	Rb1	19645
MGI:97876	Rbp1	19659
MGI:97877	Rbp2	19660
MGI:97878	Rbp3	19661
MGI:97879	Rbp4	19662
MGI:97883	Rcvrn	19674
MGI:97887	Rdx	19684
MGI:97890	Rad51	19361
MGI:97891	Rfc1	19687
MGI:97895	Reg1	19692
MGI:97896	Reg2	19693
MGI:97897	Rel	19696
MGI:97898	Ren1	19701
MGI:97902	Ret	19713
MGI:97904	Trim27	19720
MGI:97912	Rheb	19744
MGI:97914	Rho	212541
MGI:97919	Rnase1	19752
MGI:97930	Rlbp1	19771
MGI:97931	Rln1	19773
MGI:97932	Xpr1	19775
MGI:97937	Rmrp	19782
MGI:97944	Rn4.5s-ps3	19802
MGI:97946	Rn4.5s	19799
MGI:97947	Rn4.5s-ps1	19800
MGI:97948	Rn4.5s-ps2	19801
MGI:97949	Rn5s	19804
MGI:97950	Rn7s1	103948
MGI:97953	Rn7s2	103949
MGI:97956	Rn7s6	null
MGI:97960	Rnps1	19826
MGI:97971	Snord14c	108637
MGI:97972	Rnu1a1	19842
MGI:97974	Rnu1b1	19844
MGI:97976	Rnu2-10	19848
MGI:97977	Rnu3a	19850
MGI:97980	Rnu3b-ps2	19853
MGI:97985	Rnu3b1	19858
MGI:97986	Rnu3b2	19859
MGI:97987	Rnu3b3	19860
MGI:97988	Rnu3b4	19861
MGI:97989	Rnu6	19862
MGI:97991	Rnu6-ps2	19864
MGI:97992	Rnu7	19866
MGI:97993	Rnu7-ps1	19867
MGI:97994	Rnu7-ps2	19868
MGI:97995	Rny1	19872
MGI:97998	Rom1	19881
MGI:97999	Ros1	19886
MGI:98001	Rpe65	19892
MGI:98002	Rpl12	269261
MGI:98003	Rpl18	19899
MGI:98018	Rpl18-ps1	667100
MGI:98020	Rpl19	19921
MGI:98036	Rpl27	19942
MGI:98037	Rpl30	19946
MGI:98038	Rpl32	19951
MGI:98039	Rpl32-ps	19952
MGI:98068	Rpl37a	19981
MGI:98073	Rpl7	19989
MGI:98084	Rpn1	103963
MGI:98085	Rpn2	20014
MGI:98086	Polr2a	20020
MGI:98090	Pdc	20028
MGI:98105	Rps12	20042
MGI:98107	Rps14	20044
MGI:98117	Rps15	20054
MGI:98118	Rps16	20055
MGI:98146	Rps18	20084
MGI:98147	Rps24	20088
MGI:98158	Rps4x	20102
MGI:98159	Rps6	20104
MGI:98166	Rps8	20116
MGI:98178	Trim30a	20128
MGI:98179	Rras	20130
MGI:98180	Rrm1	20133
MGI:98181	Rrm2	20135
MGI:98214	Rxra	20181
MGI:98215	Rxrb	20182
MGI:98216	Rxrg	20183
MGI:98217	S100b	20203
MGI:98218	Prrx2	20204
MGI:98221	Saa1	20208
MGI:98222	Saa2	20209
MGI:98223	Saa3	20210
MGI:98224	Saa4	20211
MGI:98227	Sag	20215
MGI:98229	Apcs	20219
MGI:98230	Sar1a	20224
MGI:98233	Sat1	20229
MGI:98239	Scd1	20249
MGI:98240	Scd2	20250
MGI:98241	Stmn2	20257
MGI:98246	Scn1a	20265
MGI:98247	Scn1b	20266
MGI:98248	Scn2a	110876
MGI:98249	Scn3a	20269
MGI:98250	Scn4a	110880
MGI:98251	Scn5a	20271
MGI:98254	Scp2	20280
MGI:98255	Scp2-ps1	20281
MGI:98257	Msr1	20288
MGI:98258	Ccl1	20290
MGI:98259	Ccl2	20296
MGI:98260	Ccl3	20302
MGI:98261	Ccl4	20303
MGI:98262	Ccl5	20304
MGI:98263	Ccl6	20305
MGI:98266	Sord	20322
MGI:98270	Sds	231691
MGI:98277	Epha4	13838
MGI:98278	Sele	20339
MGI:98279	Sell	20343
MGI:98280	Selp	20344
MGI:98282	Spi1	20375
MGI:98283	Srsf1	110809
MGI:98284	Srsf2	20382
MGI:98285	Srsf3	20383
MGI:98287	Srsf5	20384
MGI:98289	Scg5	20394
MGI:98294	Shb	230126
MGI:98295	Shbg	20415
MGI:98296	Shc1	20416
MGI:98297	Shh	20423
MGI:98299	Shmt1	20425
MGI:98301	Pmel	20431
MGI:98304	St3gal1	20442
MGI:98306	Sim1	20464
MGI:98307	Sim2	20465
MGI:98310	Ski	20481
MGI:98320	C4a	625018
MGI:98325	Smpd1	20597
MGI:98326	Sst	20604
MGI:98327	Sstr1	20605
MGI:98328	Sstr2	20606
MGI:98329	Sstr3	20607
MGI:98330	Snai1	20613
MGI:98331	Snap25	20614
MGI:98341	Snrnp70	20637
MGI:98342	Snrpb	20638
MGI:98344	Snrpd1	20641
MGI:98345	Snrpd2	107686
MGI:98346	Snrpe	20643
MGI:98347	Snrpn	20646
MGI:98351	Sod1	20655
MGI:98352	Sod2	20656
MGI:98353	Son	20658
MGI:98354	Sos1	20662
MGI:98355	Sos2	20663
MGI:98357	Sox1	20664
MGI:98358	Sox10	20665
MGI:98359	Sox11	20666
MGI:98360	Sox12	20667
MGI:98361	Sox13	20668
MGI:98362	Sox14	20669
MGI:98363	Sox15	20670
MGI:98364	Sox2	20674
MGI:98365	Sox3	20675
MGI:98366	Sox4	20677
MGI:98367	Sox5	20678
MGI:98368	Sox6	20679
MGI:98369	Sox7	20680
MGI:98370	Sox8	20681
MGI:98371	Sox9	20682
MGI:98372	Sp1	20683
MGI:98373	Sparc	20692
MGI:98377	Serpina3k	20714
MGI:98378	Serpina3m	20717
MGI:98384	Spn	20737
MGI:98385	Spta1	20739
MGI:98386	Sptan1	20740
MGI:98387	Sptb	20741
MGI:98388	Sptbn1	20742
MGI:98389	Spp1	20750
MGI:98392	Mucl2	20770
MGI:98393	Mucl1	20771
MGI:98397	Src	20779
MGI:98400	Srd5a1	78925
MGI:98419	Sri	109552
MGI:98423	Ssb	20823
MGI:98427	Il1rl1	17082
MGI:98430	Sult2a1	20859
MGI:98431	Sult1e1	20860
MGI:98443	Surf1	20930
MGI:98444	Surf2	20931
MGI:98445	Surf4	20932
MGI:98446	Med22	20933
MGI:98447	Surf6	20935
MGI:98450	Svs4	20941
MGI:98453	Svs5	20944
MGI:98460	Syn1	20964
MGI:98467	Syp	20977
MGI:98472	T	20997
MGI:98474	Tac1	21333
MGI:98475	Tacr1	21336
MGI:98476	Tac2	21334
MGI:98477	Tacr2	21337
MGI:98480	Tal1	21349
MGI:98481	Nhlh1	18071
MGI:98483	Tap1	21354
MGI:98484	Tap2	21355
MGI:98487	Tat	234724
MGI:98488	Slc6a6	21366
MGI:98493	Tbx1	21380
MGI:98494	Tbx2	21385
MGI:98495	Tbx3	21386
MGI:98496	Tbxa2r	21390
MGI:98497	Tbxas1	21391
MGI:98504	Hnf1a	21405
MGI:98505	Hnf1b	21410
MGI:98506	Tcf4	21413
MGI:98507	Tcf7	21414
MGI:98509	Tfcp2	21422
MGI:98510	Tcf3	21423
MGI:98511	Tfe3	209446
MGI:98512	Ubtf	21429
MGI:98534	Tcn2	21452
MGI:98535	Tcp1	21454
MGI:98536	Tcp1-ps1	21455
MGI:98541	Tcp10a	21461
MGI:98542	Tcp10b	21462
